GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,515 ROSEDALE AVENUE,13,071.13,BUILDING,DEV071,MAXIMO,Non-CCC,72330995,72583913,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-19,2020-02-19,,,2020-02-19,2020-02-19,CLOSE,2020-03-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 525 Rosedale Ave.,0.08163200000000001,071,13,,
Bronx,Mixed Finance,DINGLE,Saint Mary's Park,93,SAINT MARY'S PARK,93,700 EAST 156TH STREET,05,093.05,BUILDING,DEV093,MAXIMO,Non-CCC,73563591,73624443,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-05-06,2020-05-06,,,2020-05-15,2020-05-15,CLOSE,2020-05-15,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are interior compactors in good working order?,8.769397999999999,093,05,,
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,2295 WEST 11TH STREET,17,083.17,BUILDING,DEV083,MAXIMO,Non-CCC,68594833,69156657,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-23,2019-09-23,,,2019-09-23,2019-09-23,CLOSE,2019-09-23,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPLACED,0,0,,,Are interior compactors in good working order?,0.064259,083,17,,
Brooklyn,Brooklyn,IEZZA,O'Dwyer Gardens,172,GRAVESEND,68,3162 BAYVIEW AVENUE,08,068.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69661530,69661530,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-10-24,2019-10-24,,,2019-10-28,2019-10-28,CLOSE,2019-10-28,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REARLIMITSWITCHREPAIRED,0,0,,,COMPACTOR - MAINT,4.062176,068,08,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,HYLAN,109,131 MOORE STREET,01,109.01,BUILDING,DEV086,MAXIMO,Non-CCC,67968881,68001951,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-08-06,2019-08-06,CLOSE,2019-08-07,CLOSED,Closed,Work Done,,ACCIDENTALDAMAGE,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,5.8555209999999995,109,01,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,180 BROOK AVENUE,01,084.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72399444,72399444,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-02-05,2020-02-05,,,2020-02-07,2020-02-07,CLOSE,2020-02-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,REFLECTORREPLACED;HYDROLICHOSEREPLACED,0,0,,,ez-pack outside of building 1,1.966273,084,01,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,584 EAST 137TH STREET,06,084.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72616032,72616032,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2020-02-21,2020-02-21,,,2020-02-28,2020-02-28,CLOSE,2020-03-02,CLOSED,Inspection,Work Done,,,,,INSPECTION,,,0,0,,,EXTERIOR COMPACTOR - MAINT,7.214016,084,06,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,180 BROOK AVENUE,01,084.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72031722,72031722,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2020-01-10,2020-01-10,,2020-01-14,2020-01-14,2020-01-14,CLOSE,2020-01-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,4.2136569999999995,084,01,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2250 WALLACE AVENUE,19,039.19,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69460071,69460071,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-10-10,2019-10-10,,,2019-10-12,2019-10-12,CLOSE,2019-10-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HYDROLICHOSEREPLACED,0,0,,,COMPACTOR - MAINT,2.03912,039,19,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,2724 LINDEN BOULEVARD,05,089.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72115656,72246274,SKILLED TRADES,Welder,COMPACTOR,COMPACTOROOO,3,2020-01-28,2020-01-28,,,2020-02-03,2020-02-05,CLOSE,2020-02-06,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,NOSE NEEDS WELDING,8.313657000000001,089,05,,
Bronx,Mixed Finance,DINGLE,Saint Mary's Park,93,SAINT MARY'S PARK,93,700 EAST 156TH STREET,05,093.05,BUILDING,DEV093,MAXIMO,Non-CCC,73563591,73839340,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-05-28,2020-05-28,,,2020-05-29,2020-05-29,CLOSE,2020-06-25,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order?,0.6487729999999999,093,05,,
Brooklyn,NGO1,KORBUL,Unity Plaza,261,UNITY PLAZA (SITES 4-27),261,391 GEORGIA AVENUE,05,261.05,BUILDING,DEV261,MAXIMO,Non-CCC,73608053,73608053,SKILLED TRADES,Vendor,COMPACTOR,NEEDSPAINTING,3,2020-05-05,2020-05-05,,,2020-05-06,2020-05-08,CLOSE,2020-05-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CONCRETEPATCHED,0,0,N,,compactor room needs painting,3.256655,261,05,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT II,177,93 LEWIS AVENUE,07,177.07,BUILDING,DEV135,MAXIMO,Non-CCC,69318965,69588272,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-18,2019-10-18,,,2019-10-21,2019-10-21,CLOSE,2019-10-21,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are interior compactors in good working order? RAT Infestation- closed hoppers,2.626852,177,07,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,869 FLUSHING AVENUE,04,086.04,BUILDING,DEV086,MAXIMO,Non-CCC,68593798,68696843,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-09-04,2019-09-04,,,2019-09-04,2019-09-04,CLOSE,2019-09-06,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition?,0.019132,086,04,,
Queens,Queens-Staten Island,FALU,Hammel,75,HAMMEL,75,84-12 ROCKAWAY BEACH BOULEVARD,03,075.03,BUILDING,DEV075,MAXIMO,Non-CCC,71372379,71452325,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-05,2019-12-05,,,2019-12-06,2019-12-06,CLOSE,2019-12-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order? ooo wo#69361363,0.9091899999999999,075,03,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,AMSTERDAM,22,40 AMSTERDAM AVENUE,,022,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,71569771,71569771,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,NOPOWER,3,2019-12-13,2019-12-13,,,2019-12-20,2019-12-20,CLOSE,2019-12-20,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,BULKCONTAINEREMPTIED,0,0,,,EXTERIORCOMPACTOR - MAINT,6.766354,022,,,
Manhattan,Manhattan,SUGGS,Harlem River,3,HARLEM RIVER,3,210Q WEST 153RD STREET,,003,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,72881808,72881808,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2020-03-09,2020-03-09,,,2020-03-10,2020-03-10,CLOSE,2020-03-11,CLOSED,Inspection,Work Done,,,,,INSPECTION,,,0,0,,,Exter Compactor # 1,0.8774770000000001,003,,,
Brooklyn,Mixed Finance,HIPPS,Bay View,92,BAY VIEW,92,1580 EAST 102ND STREET,12,092.12,BUILDING,DEV092,MAXIMO,Non-CCC,72193744,72193744,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORLEAKING,3,2020-01-23,2020-01-23,,,2020-01-24,2020-01-24,CLOSE,2020-01-30,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPAIRED,0,0,N,,Generic Vendor Work Plan,0.967303,092,12,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,2628 LINDEN BOULEVARD,,089,DEVELOPMENT,DEV089,MAXIMO,Non-CCC,68292890,68292890,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-08-17,2019-08-17,,,2019-09-15,2019-09-15,CLOSE,2019-09-15,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,ALSO SLIDE PLATE AND TABS INCLUDING WELDING,28.969549,089,,,
Queens,Queens-Staten Island,FALU,Hammel,75,HAMMEL,75,81-10 ROCKAWAY BEACH BOULEVARD,08,075.08,BUILDING,DEV075,MAXIMO,Non-CCC,67198231,67198231,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-06-13,2019-06-13,,,2019-06-18,2019-06-18,CLOSE,2019-06-24,CLOSED,Condition not Founded,Work Not Done,AWS-SCAT,,,,UNFOUNDED,,,0,0,,,Compactor Room - (Staff Can Self-Secure): No.,4.903112999999999,075,08,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1420 AMSTERDAM AVENUE,03,081.03,BUILDING,ESD,MAXIMO,Non-CCC,70255969,70255969,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-11-21,2019-11-21,,,2019-11-21,2019-11-21,CLOSE,2019-11-21,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,AMERICAN PAD LOCK ON / NO KEYS IN CABINET / NYPD IS OK WITH NO SEARCH,0.08961799999999999,081,03,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1905 2ND AVENUE,04,062.04,BUILDING,DEV062,MAXIMO,Non-CCC,73576564,73589892,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-05-02,2020-05-02,,,2020-05-04,2020-05-04,CLOSE,2020-05-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,2.095417,062,04,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1809 3RD AVENUE,07,062.07,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,73027587,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-03-21,2020-03-21,,,2020-03-23,2020-03-23,CLOSE,2020-03-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,Are compactor rooms clean and in good condition?,1.953472,062,07,,
Manhattan,Manhattan,MOLINA,Lehman Village,101,LEHMAN,101,1641 MADISON AVENUE,01,101.01,BUILDING,DEV101,MAXIMO,Non-CCC,73579488,73655501,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-05-10,2020-05-10,,,2020-05-11,2020-05-11,CLOSE,2020-05-11,CLOSED,Closed,Work Done,,PREPWORK,REMEDY,,WORK,2.0,REFLECTORCLEANED;MACHINECLEANED,0,0,,,Are interior compactors in good working order? already made work ticket 1641 Madison w/o#73654225,0.9194680000000001,101,01,,
Manhattan,Mixed Finance,HIPPS,Chelsea,134,ELLIOTT,15,288 10TH AVENUE,01,015.01,BUILDING,DEV134,MAXIMO,Non-CCC,69323158,69560394,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-17,2019-10-17,,,2019-10-20,2019-10-20,CLOSE,2019-10-21,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,Are compactor rooms clean and in good condition?,2.985521,015,01,,
Queens,Queens-Staten Island,FALU,Hammel,75,HAMMEL,75,85-02 ROCKAWAY BEACH BOULEVARD,,075,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,73845999,73845999,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,CONTAINERFRONTROLLER,3,2020-05-29,2020-05-29,,,2020-06-01,2020-06-01,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,3.141563,075,,,
Manhattan,Mixed Finance,DINGLE,Frederick Samuel Apartments,377,SAMUEL (CITY),377,131 WEST 143RD STREET,25,377.25,BUILDING,DEV377,MAXIMO,Non-CCC,73705454,73705454,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-05-15,2020-05-15,,,2020-05-15,2020-05-15,CLOSE,2020-05-15,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,CIRCUITBREAKERREPLACED,0,0,,,COMPACTOR - MAINT,0.046528,377,25,,
Manhattan,Manhattan,SUGGS,Fort Washington Ave Rehab,309,WASHINGTON HEIGHTS REHAB PHASE IV (C),330,502 WEST 177TH STREET,01,330.01,BUILDING,DEV309,MAXIMO,Non-CCC,68017548,68415851,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-22,2019-08-22,,,2019-08-23,2019-08-23,CLOSE,2019-08-27,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,Are interior compactors in good working order? partial Power,0.810556,330,01,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1430 AMSTERDAM AVENUE,04,081.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67686322,67686322,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-07-10,2019-07-10,,,2019-07-10,2019-07-10,CLOSE,2019-07-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,#2,0.132407,081,04,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,600 EAST 137TH STREET,07,084.07,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72014808,72014808,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-01-09,2020-01-09,,,2020-01-14,2020-01-14,CLOSE,2020-01-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,4.969931,084,07,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,HARBORVIEW TERRACE,262,520 WEST 56TH STREET,,262,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,73358933,73358933,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RDRLOCKOOO,3,2020-04-07,2020-04-07,,,2020-04-08,2020-04-08,CLOSE,2020-04-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,RATCHETBINDERREPLACED,0,0,,,Exterior compactor needs rear bottom secured and also a hook to secure door while dumping,1.07941,262,,,
Manhattan,Mixed Finance,DINGLE,Frederick Samuel Apartments,377,SAMUEL (CITY),377,2473 A C POWELL BOULEVARD,15,377.15,BUILDING,DEV377,MAXIMO,Non-CCC,69322788,69764724,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-30,2019-10-30,,,2019-10-30,2019-10-30,CLOSE,2019-11-07,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,CHUTESHUTOFFGATEPAINTED,0,0,,,Are interior compactors in good working order?,0.068981,377,15,,
Brooklyn,Brooklyn,TAYLOR,Farragut,29,FARRAGUT,29,237 NASSAU STREET,01,029.01,BUILDING,DEV029,MAXIMO,Non-CCC,68051573,68051573,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,LOADERBUCKETNOTMOVING,3,2019-08-03,2019-08-03,,,,,CLOSE,2020-01-03,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,needs wheels previously completed,153.257049,029,01,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1682 SEWARD AVENUE,03,071.03,BUILDING,DEV071,MAXIMO,Non-CCC,71368865,71747054,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-27,2019-12-27,,,2020-01-13,2020-01-13,CLOSE,2020-01-13,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,Are interior compactors in good working order? 1682 Seward Ave.,17.149618,071,03,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,640 EAST 137TH STREET,09,084.09,BUILDING,DEV084,MAXIMO,Non-CCC,67965327,68007043,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-08-27,2019-08-27,CLOSE,2019-08-27,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition? Wasteline leaking in compactor room WO #67916835,26.760856,084,09,,
Manhattan,Manhattan,SUGGS,Riis,18,RIIS,18,465 EAST 10TH STREET,08,018.08,BUILDING,DEV018,MAXIMO,Non-CCC,68018684,68043684,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-02,2019-08-02,,,,,CLOSE,2019-08-02,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Are compactor rooms clean and in good condition?,0.17037,018,08,,
Brooklyn,Brooklyn,TAYLOR,Whitman,514,WHITMAN,514,60 CARLTON AVENUE,10,514.10,BUILDING,DEV514,MAXIMO,Non-CCC,69057818,69057818,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,CONTAINERFRONTROLLER,3,2019-09-17,2019-09-17,,,2019-09-24,2019-09-24,CLOSE,2019-10-29,CLOSED,Closed,Work Done,WASTE,NORMALWEAR,REMEDY,,WORK,1.0,BULKCONTAINERWELDED,0,0,N,,Machine # 2 needs wheel repaired,6.772939999999999,514,10,,
Manhattan,NGO1,TURNER,East River,9,EAST RIVER,9,425GAR EAST 102ND STREET,11,009.11,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67629745,67629745,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,DOORNOTSECURED,3,2019-07-03,2019-07-03,,,2019-07-17,2019-07-17,CLOSE,2019-07-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3.0,RATCHETBINDERREPLACED;DOORREPAIRED;LOCKREPAIRED,0,0,,,E-Z PAC #2 BACK DOOR KEEPS OPENING. THE LATCH NEEDS TO BE REPAIRED SECURED.,13.991609,009,11,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT II,177,383 PULASKI STREET,08,177.08,BUILDING,DEV135,MAXIMO,Non-CCC,68016281,68063269,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-05,2019-08-05,,,2019-08-05,2019-08-05,CLOSE,2019-08-05,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,TSDWASTE WO# 68021754,0.064734,177,08,,
Brooklyn,Brooklyn,IEZZA,Marcus Garvey,252,GARVEY (GROUP A),252,10 AMBOY STREET,02,252.02,BUILDING,DEV252,MAXIMO,Non-CCC,69319044,69663280,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-24,2019-10-24,,,2019-10-25,2019-10-25,CLOSE,2019-10-25,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINEUNJAMMED,0,0,,,Are interior compactors in good working order?,0.8155439999999999,252,02,,
Manhattan,NGO1,TURNER,East River,9,EAST RIVER,9,425GAR EAST 102ND STREET,11,009.11,BUILDING,TSDWASTE,MAXIMO,Non-CCC,70100247,70100247,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTPUSHING,3,2019-11-10,2019-11-10,,,2019-11-14,2019-11-14,CLOSE,2019-11-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EZ PAC #2 RAM NOT GOING FULL CYCLE,4.007361,009,11,,
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,180 BROOK AVENUE,01,084.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73670806,73670806,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2020-05-12,2020-05-12,,,2020-05-18,2020-05-18,CLOSE,2020-05-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,6.370369999999999,084,01,,
Manhattan,Manhattan,SUGGS,Harlem River,3,HARLEM RIVER,3,210P WEST 153RD STREET,02,003.02,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69370535,69370535,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-10-03,2019-10-03,,,2019-10-10,2019-10-10,CLOSE,2019-10-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECPHOTOCELLREPAIRED,0,0,,,COMPACTOR OOO. RAM NOT PUSHING AT 210N,6.920625,003,02,,
Manhattan,Manhattan,MOLINA,Lehman Village,101,LEHMAN,101,70 EAST 108TH STREET,04,101.04,BUILDING,DEV101,MAXIMO,Non-CCC,71383056,71647324,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-19,2019-12-19,,,2019-12-19,2019-12-19,CLOSE,2019-12-26,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,SAFETYSHUTOFFGATECLEANED,0,0,,,Are interior compactors in good working order? Heavy side not working,0.067118,101,04,,
Manhattan,Mixed Finance,WALTON,Wise Towers,127,WSUR (SITE A) 120 WEST 94TH STREET,151,120 WEST 94TH STREET,03,151.03,BUILDING,DEV127,MAXIMO,Non-CCC,68596459,68887390,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-09,2019-09-09,,,2019-09-09,2019-09-09,CLOSE,2019-09-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order? running with issues,0.018947,151,03,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1711 LACOMBE AVENUE,12,071.12,BUILDING,DEV071,MAXIMO,Non-CCC,72330995,72676048,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-26,2020-02-26,,,2020-02-26,2020-02-26,CLOSE,2020-03-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 1715 Lacombe Ave.,0.055671000000000005,071,12,,
Bronx,Bronx,TOLOZANO,Throggs Neck,63,THROGGS NECK,63,2785 SAMPSON AVENUE,06,063.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67914323,67914323,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2019-07-26,2019-07-26,,,2019-07-31,2019-07-31,CLOSE,2019-08-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,5.005185,063,06,,
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1505 PARK AVENUE,01,123.01,BUILDING,DEV123,MAXIMO,Non-CCC,68597612,69001994,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-12,2019-09-12,,,2019-09-16,2019-09-16,CLOSE,2019-09-16,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPLACED,0,0,,,Are interior compactors in good working order?,3.892037,123,01,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1680 RANDALL AVENUE,11,071.11,BUILDING,DEV071,MAXIMO,Non-CCC,72330995,72376088,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-04,2020-02-04,,,2020-02-04,2020-02-04,CLOSE,2020-02-14,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 1686 Randall Ave.,0.106956,071,11,,
Brooklyn,NGO1,KORBUL,Unity Plaza,261,"UNITY PLAZA (SITES 17,24,25A)",240,611 BLAKE AVENUE,03,240.03,BUILDING,DEV261,MAXIMO,Non-CCC,73499141,73499141,SKILLED TRADES,Vendor,COMPACTOR,NEEDSPAINTING,3,2020-04-27,2020-04-27,,,2020-04-27,2020-04-28,CLOSE,2020-04-28,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CONCRETEPATCHED,0,0,N,,painted compactor room,1.260208,240,03,,
